Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,Year,Case_Closure_Days
16100,2021-04-11,2021-01-11,02-11-2021 13:43,Mumbai,503,IDENTITY THEFT,27,F,Blunt Object,Violent Crime,6,No,,2021,
16101,2021-02-11,2021-01-11,02-11-2021 08:44,Bangalore,257,PUBLIC INTOXICATION,20,F,,Other Crime,4,Yes,2021-11-09,2021,7.0
16102,2021-04-11,2021-01-11,02-11-2021 10:22,Surat,281,HOMICIDE,46,F,Poison,Other Crime,5,Yes,2023-09-25,2021,690.0
16103,2021-04-11,2021-01-11,02-11-2021 06:09,Delhi,394,KIDNAPPING,49,F,Explosives,Other Crime,2,Yes,2021-11-26,2021,22.0
16104,2021-04-11,2021-01-11,02-11-2021 19:39,Indore,209,ROBBERY,44,F,Poison,Violent Crime,15,Yes,2022-03-12,2021,128.0
16105,2021-04-11,2021-02-11,02-11-2021 19:30,Patna,235,ILLEGAL POSSESSION,23,F,Knife,Other Crime,16,Yes,2022-01-20,2021,77.0
16106,2021-02-11,2021-02-11,02-11-2021 15:31,Bangalore,329,FRAUD,31,F,Poison,Other Crime,8,Yes,2021-12-22,2021,50.0
16107,2021-05-11,2021-02-11,02-11-2021 04:46,Visakhapatnam,255,VANDALISM,32,M,Blunt Object,Other Crime,16,No,,2021,
16108,2021-02-11,2021-02-11,03-11-2021 00:41,Ahmedabad,529,ASSAULT,17,F,,Violent Crime,15,Yes,2021-12-24,2021,52.0
16109,2021-02-11,2021-02-11,03-11-2021 03:11,Bangalore,348,HOMICIDE,76,F,,Other Crime,8,No,,2021,
16110,2021-04-11,2021-02-11,03-11-2021 04:42,Bangalore,173,VEHICLE - STOLEN,25,M,Other,Violent Crime,16,Yes,2022-01-28,2021,85.0
16111,2021-04-11,2021-02-11,03-11-2021 04:35,Agra,161,IDENTITY THEFT,13,M,Explosives,Violent Crime,14,Yes,2021-11-27,2021,23.0
16112,2021-03-11,2021-02-11,03-11-2021 04:37,Kanpur,295,TRAFFIC VIOLATION,64,F,Firearm,Traffic Fatality,4,Yes,2021-11-30,2021,27.0
16113,2021-03-11,2021-02-11,02-11-2021 11:12,Kolkata,267,SEXUAL ASSAULT,26,F,Poison,Violent Crime,3,No,,2021,
16114,2021-02-11,2021-02-11,03-11-2021 05:04,Lucknow,171,DRUG OFFENSE,51,F,Blunt Object,Other Crime,8,No,,2021,
16115,2021-02-11,2021-02-11,02-11-2021 16:44,Chennai,592,DOMESTIC VIOLENCE,36,M,Firearm,Violent Crime,2,Yes,2021-11-28,2021,26.0
16116,2021-04-11,2021-02-11,02-11-2021 11:56,Bangalore,248,IDENTITY THEFT,30,F,Knife,Violent Crime,15,No,,2021,
16117,2021-04-11,2021-02-11,03-11-2021 01:32,Jaipur,193,SEXUAL ASSAULT,33,F,Firearm,Violent Crime,8,Yes,2023-10-06,2021,701.0
16118,2021-04-11,2021-02-11,03-11-2021 11:52,Mumbai,287,KIDNAPPING,25,M,Poison,Other Crime,3,No,,2021,
16119,2021-03-11,2021-02-11,02-11-2021 19:55,Kolkata,243,ARSON,79,F,Poison,Fire Accident,5,Yes,2022-01-07,2021,65.0
16120,2021-03-11,2021-02-11,02-11-2021 21:47,Bangalore,572,ASSAULT,25,M,Firearm,Violent Crime,14,No,,2021,
16121,2021-05-11,2021-02-11,03-11-2021 11:50,Bangalore,270,HOMICIDE,47,F,Blunt Object,Other Crime,2,No,,2021,
16122,2021-03-11,2021-02-11,03-11-2021 16:39,Bangalore,586,EXTORTION,55,F,Knife,Other Crime,8,Yes,2021-12-15,2021,42.0
16123,2021-04-11,2021-02-11,03-11-2021 03:07,Kolkata,379,ASSAULT,64,F,Knife,Violent Crime,14,No,,2021,
16124,2021-03-11,2021-02-11,03-11-2021 17:15,Nagpur,438,BURGLARY,72,F,Poison,Other Crime,13,Yes,2022-01-03,2021,61.0
16125,2021-04-11,2021-02-11,03-11-2021 17:20,Hyderabad,513,FRAUD,15,M,Poison,Other Crime,2,No,,2021,
16126,2021-05-11,2021-02-11,03-11-2021 04:51,Visakhapatnam,179,PUBLIC INTOXICATION,65,F,Poison,Other Crime,14,No,,2021,
16127,2021-04-11,2021-02-11,03-11-2021 01:50,Kanpur,438,DRUG OFFENSE,52,F,Blunt Object,Other Crime,7,No,,2021,
16128,2021-04-11,2021-02-11,03-11-2021 16:09,Faridabad,365,DOMESTIC VIOLENCE,71,F,Knife,Violent Crime,6,Yes,2021-11-15,2021,11.0
16129,2021-04-11,2021-03-11,03-11-2021 22:59,Kolkata,191,COUNTERFEITING,75,M,Firearm,Other Crime,1,No,,2021,
16130,2021-03-11,2021-03-11,04-11-2021 00:46,Pune,556,VEHICLE - STOLEN,22,F,Poison,Violent Crime,4,Yes,2021-12-07,2021,34.0
16131,2021-03-11,2021-03-11,04-11-2021 01:50,Hyderabad,405,SEXUAL ASSAULT,27,F,Other,Violent Crime,10,No,,2021,
16132,2021-03-11,2021-03-11,03-11-2021 09:54,Bangalore,114,ROBBERY,74,F,Firearm,Violent Crime,14,Yes,2022-04-28,2021,176.0
16133,2021-03-11,2021-03-11,03-11-2021 11:35,Bangalore,293,SHOPLIFTING,61,F,Knife,Other Crime,16,No,,2021,
16134,2021-06-11,2021-03-11,04-11-2021 03:29,Chennai,223,BURGLARY,43,M,Poison,Other Crime,9,No,,2021,
16135,2021-04-11,2021-03-11,04-11-2021 04:16,Bangalore,305,IDENTITY THEFT,69,F,Firearm,Violent Crime,1,No,,2021,
16136,2021-05-11,2021-03-11,03-11-2021 08:44,Jaipur,435,TRAFFIC VIOLATION,67,F,Explosives,Traffic Fatality,16,Yes,2021-11-18,2021,13.0
16137,2021-05-11,2021-03-11,04-11-2021 01:36,Ahmedabad,399,ILLEGAL POSSESSION,28,F,Blunt Object,Other Crime,4,Yes,2021-11-20,2021,15.0
16138,2021-03-11,2021-03-11,04-11-2021 02:54,Mumbai,382,SEXUAL ASSAULT,39,M,,Violent Crime,14,No,,2021,
16139,2021-04-11,2021-03-11,04-11-2021 04:15,Bangalore,281,PUBLIC INTOXICATION,75,F,Blunt Object,Other Crime,12,No,,2021,
16140,2021-05-11,2021-03-11,04-11-2021 09:27,Nashik,311,BURGLARY,67,F,Other,Other Crime,17,Yes,2022-04-28,2021,174.0
16141,2021-05-11,2021-03-11,03-11-2021 12:42,Kolkata,232,BURGLARY,78,F,Poison,Other Crime,18,Yes,2022-01-12,2021,68.0
16142,2021-04-11,2021-03-11,04-11-2021 11:19,Ghaziabad,581,FRAUD,58,M,Blunt Object,Other Crime,18,No,,2021,
16143,2021-03-11,2021-03-11,04-11-2021 12:25,Bhopal,310,CYBERCRIME,28,F,Explosives,Other Crime,19,Yes,2022-01-28,2021,86.0
16144,2021-04-11,2021-03-11,03-11-2021 17:10,Thane,426,ASSAULT,72,M,Knife,Violent Crime,9,Yes,2021-12-08,2021,34.0
16145,2021-06-11,2021-03-11,03-11-2021 17:16,Delhi,378,KIDNAPPING,31,M,Explosives,Other Crime,5,Yes,2021-12-27,2021,51.0
16146,2021-06-11,2021-03-11,04-11-2021 03:22,Mumbai,143,IDENTITY THEFT,78,F,Firearm,Violent Crime,13,Yes,2021-12-23,2021,47.0
16147,2021-06-11,2021-03-11,03-11-2021 22:34,Pune,127,DOMESTIC VIOLENCE,15,M,Blunt Object,Violent Crime,14,Yes,2022-01-19,2021,74.0
16148,2021-06-11,2021-03-11,04-11-2021 02:22,Bangalore,436,ILLEGAL POSSESSION,40,F,Poison,Other Crime,5,Yes,2021-11-23,2021,17.0
16149,2021-05-11,2021-03-11,04-11-2021 19:22,Delhi,330,ROBBERY,46,F,,Violent Crime,10,No,,2021,
16150,2021-06-11,2021-03-11,04-11-2021 16:22,Kolkata,210,ILLEGAL POSSESSION,77,F,Other,Other Crime,8,No,,2021,
16151,2021-05-11,2021-03-11,04-11-2021 18:45,Bangalore,465,ILLEGAL POSSESSION,25,F,,Other Crime,16,No,,2021,
16152,2021-06-11,2021-03-11,04-11-2021 09:08,Meerut,247,BURGLARY,66,F,Knife,Other Crime,17,Yes,2022-04-04,2021,149.0
16153,2021-06-11,2021-04-11,04-11-2021 19:41,Ahmedabad,265,ROBBERY,51,F,Other,Violent Crime,16,Yes,2022-04-17,2021,162.0
16154,2021-06-11,2021-04-11,04-11-2021 06:45,Delhi,363,SHOPLIFTING,43,F,Explosives,Other Crime,14,No,,2021,
16155,2021-06-11,2021-04-11,04-11-2021 06:15,Pune,146,KIDNAPPING,65,F,,Other Crime,11,Yes,2021-12-15,2021,39.0
16156,2021-05-11,2021-04-11,04-11-2021 10:15,Bangalore,371,ARSON,24,F,Explosives,Fire Accident,13,No,,2021,
16157,2021-07-11,2021-04-11,04-11-2021 17:24,Indore,271,DOMESTIC VIOLENCE,35,F,Blunt Object,Violent Crime,15,No,,2021,
16158,2021-06-11,2021-04-11,04-11-2021 08:10,Surat,201,HOMICIDE,32,M,Poison,Other Crime,12,No,,2021,
16159,2021-05-11,2021-04-11,04-11-2021 14:22,Lucknow,112,DOMESTIC VIOLENCE,17,M,Blunt Object,Violent Crime,5,No,,2021,
16160,2021-06-11,2021-04-11,04-11-2021 13:35,Kolkata,206,BURGLARY,28,F,Firearm,Other Crime,19,No,,2021,
16161,2021-04-11,2021-04-11,04-11-2021 13:39,Kolkata,525,VANDALISM,40,M,Poison,Other Crime,4,No,,2021,
16162,2021-05-11,2021-04-11,04-11-2021 12:49,Kolkata,178,IDENTITY THEFT,24,F,Other,Violent Crime,16,Yes,2021-11-20,2021,15.0
16163,2021-05-11,2021-04-11,05-11-2021 07:46,Bangalore,109,VEHICLE - STOLEN,44,F,Poison,Violent Crime,3,No,,2021,
16164,2021-05-11,2021-04-11,04-11-2021 12:14,Mumbai,208,SHOPLIFTING,48,F,Knife,Other Crime,18,Yes,2021-12-08,2021,33.0
16165,2021-05-11,2021-04-11,05-11-2021 04:07,Pune,496,SEXUAL ASSAULT,70,F,Other,Violent Crime,12,No,,2021,
16166,2021-05-11,2021-04-11,04-11-2021 23:36,Ghaziabad,407,CYBERCRIME,20,F,Explosives,Other Crime,10,Yes,2021-11-19,2021,14.0
16167,2021-07-11,2021-04-11,04-11-2021 16:06,Delhi,571,DOMESTIC VIOLENCE,73,F,Firearm,Violent Crime,4,No,,2021,
16168,2021-05-11,2021-04-11,04-11-2021 17:40,Delhi,278,ARSON,57,F,Poison,Fire Accident,1,Yes,2022-01-25,2021,81.0
16169,2021-07-11,2021-04-11,04-11-2021 20:19,Mumbai,267,ROBBERY,72,M,Explosives,Violent Crime,10,No,,2021,
16170,2021-07-11,2021-04-11,05-11-2021 03:05,Ghaziabad,426,SHOPLIFTING,76,M,Blunt Object,Other Crime,4,No,,2021,
16171,2021-06-11,2021-04-11,04-11-2021 19:26,Pune,197,CYBERCRIME,12,F,Firearm,Other Crime,17,No,,2021,
16172,2021-05-11,2021-04-11,05-11-2021 01:20,Ahmedabad,382,DOMESTIC VIOLENCE,79,F,Firearm,Violent Crime,11,No,,2021,
16173,2021-05-11,2021-04-11,04-11-2021 22:34,Chennai,521,ARSON,21,F,Explosives,Fire Accident,1,No,,2021,
16174,2021-06-11,2021-04-11,05-11-2021 06:02,Agra,519,ILLEGAL POSSESSION,13,F,Other,Other Crime,12,Yes,2022-01-16,2021,71.0
16175,2021-07-11,2021-04-11,05-11-2021 09:43,Nagpur,346,HOMICIDE,49,F,Firearm,Other Crime,14,No,,2021,
16176,2021-07-11,2021-04-11,05-11-2021 16:51,Nashik,265,ILLEGAL POSSESSION,48,M,Knife,Other Crime,12,Yes,2021-12-20,2021,43.0
16177,2021-07-11,2021-05-11,05-11-2021 05:12,Delhi,508,SHOPLIFTING,36,M,Blunt Object,Other Crime,6,No,,2021,
16178,2021-07-11,2021-05-11,05-11-2021 10:28,Nagpur,452,CYBERCRIME,16,F,Other,Other Crime,15,No,,2021,
16179,2021-07-11,2021-05-11,05-11-2021 07:39,Mumbai,250,ROBBERY,23,F,,Violent Crime,3,No,,2021,
16180,2021-05-11,2021-05-11,05-11-2021 23:00,Surat,369,ILLEGAL POSSESSION,41,M,Blunt Object,Other Crime,9,No,,2021,
16181,2021-06-11,2021-05-11,05-11-2021 18:07,Jaipur,126,DOMESTIC VIOLENCE,71,F,Poison,Violent Crime,13,No,,2021,
16182,2021-06-11,2021-05-11,06-11-2021 01:30,Jaipur,131,ARSON,40,F,,Fire Accident,16,No,,2021,
16183,2021-06-11,2021-05-11,05-11-2021 13:28,Bangalore,243,KIDNAPPING,39,F,Blunt Object,Other Crime,13,Yes,2022-01-31,2021,86.0
16184,2021-07-11,2021-05-11,05-11-2021 17:22,Nashik,515,TRAFFIC VIOLATION,11,F,Blunt Object,Traffic Fatality,11,No,,2021,
16185,2021-07-11,2021-05-11,05-11-2021 15:07,Surat,327,TRAFFIC VIOLATION,31,F,Explosives,Traffic Fatality,1,No,,2021,
16186,2021-08-11,2021-05-11,05-11-2021 18:57,Hyderabad,498,TRAFFIC VIOLATION,58,F,Explosives,Traffic Fatality,8,No,,2021,
16187,2021-07-11,2021-05-11,06-11-2021 07:08,Bangalore,501,BURGLARY,64,F,Firearm,Other Crime,12,Yes,2022-03-07,2021,120.0
16188,2021-05-11,2021-05-11,05-11-2021 15:21,Ahmedabad,379,SEXUAL ASSAULT,58,F,Poison,Violent Crime,14,No,,2021,
16189,2021-06-11,2021-05-11,06-11-2021 07:40,Ludhiana,257,IDENTITY THEFT,22,F,Knife,Violent Crime,8,No,,2021,
16190,2021-06-11,2021-05-11,06-11-2021 10:55,Visakhapatnam,172,EXTORTION,61,F,Poison,Other Crime,4,Yes,2021-12-21,2021,45.0
16191,2021-06-11,2021-05-11,06-11-2021 02:28,Hyderabad,435,ROBBERY,16,F,Other,Violent Crime,6,No,,2021,
16192,2021-07-11,2021-05-11,06-11-2021 04:41,Surat,162,DRUG OFFENSE,57,F,,Other Crime,5,Yes,2022-01-02,2021,56.0
16193,2021-06-11,2021-05-11,06-11-2021 14:36,Kolkata,175,FIREARM OFFENSE,75,F,Explosives,Fire Accident,10,Yes,2022-01-22,2021,77.0
16194,2021-06-11,2021-05-11,06-11-2021 15:48,Rajkot,515,SHOPLIFTING,33,F,Poison,Other Crime,18,No,,2021,
16195,2021-08-11,2021-05-11,06-11-2021 14:43,Mumbai,100,ROBBERY,13,F,Blunt Object,Violent Crime,3,Yes,2022-01-31,2021,84.0
16196,2021-07-11,2021-05-11,06-11-2021 18:02,Pune,452,BURGLARY,28,F,Poison,Other Crime,19,Yes,2022-02-15,2021,100.0
16197,2021-08-11,2021-05-11,06-11-2021 19:25,Delhi,346,ROBBERY,18,F,Explosives,Violent Crime,13,No,,2021,
16198,2021-07-11,2021-05-11,06-11-2021 15:49,Mumbai,187,VANDALISM,24,M,Other,Other Crime,16,Yes,2021-12-05,2021,28.0
16199,2021-08-11,2021-05-11,06-11-2021 12:31,Bhopal,421,EXTORTION,74,F,,Other Crime,9,Yes,2022-01-01,2021,54.0
16200,2021-07-11,2021-05-11,05-11-2021 23:27,Chennai,219,HOMICIDE,19,F,Other,Other Crime,14,Yes,2023-02-27,2021,477.0
16201,2021-07-11,2021-06-11,06-11-2021 20:21,Chennai,346,EXTORTION,75,F,Knife,Other Crime,18,No,,2021,
16202,2021-06-11,2021-06-11,06-11-2021 06:06,Surat,204,ASSAULT,28,F,Firearm,Violent Crime,3,No,,2021,
16203,2021-06-11,2021-06-11,06-11-2021 17:19,Delhi,287,SHOPLIFTING,45,M,Blunt Object,Other Crime,11,Yes,2021-12-10,2021,34.0
16204,2021-08-11,2021-06-11,06-11-2021 20:23,Mumbai,244,VANDALISM,38,F,Explosives,Other Crime,12,No,,2021,
16205,2021-07-11,2021-06-11,06-11-2021 18:21,Hyderabad,129,ARSON,24,F,,Fire Accident,3,No,,2021,
16206,2021-07-11,2021-06-11,06-11-2021 15:19,Pune,315,ROBBERY,76,F,Other,Violent Crime,12,No,,2021,
16207,2021-08-11,2021-06-11,07-11-2021 02:03,Pune,417,DRUG OFFENSE,21,F,,Other Crime,6,Yes,2021-11-18,2021,10.0
16208,2021-06-11,2021-06-11,06-11-2021 17:34,Thane,262,CYBERCRIME,33,F,Other,Other Crime,6,Yes,2022-01-17,2021,72.0
16209,2021-09-11,2021-06-11,07-11-2021 06:49,Mumbai,533,SEXUAL ASSAULT,15,F,Firearm,Violent Crime,18,No,,2021,
16210,2021-09-11,2021-06-11,06-11-2021 22:14,Bangalore,126,BURGLARY,46,M,Knife,Other Crime,9,No,,2021,
16211,2021-08-11,2021-06-11,06-11-2021 22:53,Mumbai,468,CYBERCRIME,12,F,Blunt Object,Other Crime,13,Yes,2022-01-01,2021,54.0
16212,2021-09-11,2021-06-11,06-11-2021 13:41,Delhi,241,IDENTITY THEFT,26,F,Blunt Object,Violent Crime,1,No,,2021,
16213,2021-06-11,2021-06-11,07-11-2021 08:10,Jaipur,500,HOMICIDE,48,M,Blunt Object,Other Crime,15,No,,2021,
16214,2021-07-11,2021-06-11,07-11-2021 06:58,Ghaziabad,449,HOMICIDE,26,F,Firearm,Other Crime,1,No,,2021,
16215,2021-08-11,2021-06-11,06-11-2021 18:26,Chennai,246,VEHICLE - STOLEN,57,M,Firearm,Violent Crime,19,No,,2021,
16216,2021-07-11,2021-06-11,07-11-2021 04:43,Bangalore,295,FRAUD,61,M,Poison,Other Crime,9,No,,2021,
16217,2021-07-11,2021-06-11,07-11-2021 08:50,Mumbai,274,ASSAULT,72,F,Explosives,Violent Crime,15,No,,2021,
16218,2021-07-11,2021-06-11,06-11-2021 17:15,Delhi,380,CYBERCRIME,58,F,Other,Other Crime,5,Yes,2021-12-11,2021,34.0
16219,2021-07-11,2021-06-11,07-11-2021 14:55,Meerut,282,COUNTERFEITING,25,F,,Other Crime,17,No,,2021,
16220,2021-08-11,2021-06-11,07-11-2021 02:52,Kanpur,215,FRAUD,25,F,,Other Crime,2,No,,2021,
16221,2021-07-11,2021-06-11,07-11-2021 08:17,Bangalore,332,ARSON,14,F,Firearm,Fire Accident,6,No,,2021,
16222,2021-07-11,2021-06-11,07-11-2021 01:35,Mumbai,124,VEHICLE - STOLEN,44,F,Explosives,Violent Crime,1,Yes,2021-12-27,2021,50.0
16223,2021-07-11,2021-06-11,07-11-2021 13:28,Delhi,538,ILLEGAL POSSESSION,39,F,Other,Other Crime,1,Yes,2022-01-07,2021,61.0
16224,2021-08-11,2021-06-11,07-11-2021 11:45,Delhi,125,COUNTERFEITING,20,M,Blunt Object,Other Crime,7,No,,2021,
16225,2021-09-11,2021-07-11,07-11-2021 02:34,Agra,230,PUBLIC INTOXICATION,49,M,Blunt Object,Other Crime,1,No,,2021,
16226,2021-09-11,2021-07-11,07-11-2021 11:34,Mumbai,277,KIDNAPPING,51,F,Firearm,Other Crime,16,No,,2021,
16227,2021-09-11,2021-07-11,07-11-2021 04:37,Chennai,216,HOMICIDE,25,F,Firearm,Other Crime,3,No,,2021,
16228,2021-09-11,2021-07-11,07-11-2021 08:55,Chennai,503,ARSON,43,F,Other,Fire Accident,18,Yes,2021-12-22,2021,43.0
16229,2021-09-11,2021-07-11,08-11-2021 02:21,Delhi,348,DOMESTIC VIOLENCE,75,F,Blunt Object,Violent Crime,12,Yes,2021-11-19,2021,10.0
16230,2021-08-11,2021-07-11,08-11-2021 04:40,Patna,319,VANDALISM,41,M,Blunt Object,Other Crime,2,No,,2021,
16231,2021-08-11,2021-07-11,07-11-2021 19:57,Mumbai,178,FRAUD,44,M,Other,Other Crime,17,No,,2021,
16232,2021-08-11,2021-07-11,08-11-2021 02:56,Chennai,258,COUNTERFEITING,32,F,Firearm,Other Crime,8,No,,2021,
16233,2021-07-11,2021-07-11,07-11-2021 23:38,Ahmedabad,582,SHOPLIFTING,42,M,Explosives,Other Crime,1,No,,2021,
16234,2021-09-11,2021-07-11,07-11-2021 16:14,Kolkata,534,DOMESTIC VIOLENCE,57,F,Other,Violent Crime,15,Yes,2022-01-09,2021,61.0
16235,2021-07-11,2021-07-11,07-11-2021 20:13,Bangalore,407,SEXUAL ASSAULT,54,F,,Violent Crime,10,No,,2021,
16236,2021-08-11,2021-07-11,07-11-2021 18:46,Delhi,535,DOMESTIC VIOLENCE,70,F,Knife,Violent Crime,14,No,,2021,
16237,2021-07-11,2021-07-11,07-11-2021 18:39,Thane,216,ILLEGAL POSSESSION,56,M,Other,Other Crime,13,Yes,2022-02-02,2021,87.0
16238,2021-09-11,2021-07-11,07-11-2021 20:35,Bangalore,259,TRAFFIC VIOLATION,40,F,Blunt Object,Traffic Fatality,17,No,,2021,
16239,2021-07-11,2021-07-11,08-11-2021 01:02,Chennai,371,ILLEGAL POSSESSION,41,M,Other,Other Crime,4,Yes,2022-01-07,2021,61.0
16240,2021-08-11,2021-07-11,08-11-2021 08:49,Kanpur,120,EXTORTION,21,M,Blunt Object,Other Crime,9,No,,2021,
16241,2021-07-11,2021-07-11,08-11-2021 02:37,Bangalore,508,HOMICIDE,68,F,Poison,Other Crime,14,Yes,2023-08-01,2021,632.0
16242,2021-08-11,2021-07-11,08-11-2021 13:13,Hyderabad,202,DRUG OFFENSE,66,M,Other,Other Crime,15,Yes,2022-01-29,2021,82.0
16243,2021-08-11,2021-07-11,08-11-2021 17:50,Lucknow,149,IDENTITY THEFT,78,M,Other,Violent Crime,11,No,,2021,
16244,2021-10-11,2021-07-11,08-11-2021 09:30,Agra,366,DOMESTIC VIOLENCE,17,M,,Violent Crime,15,No,,2021,
16245,2021-08-11,2021-07-11,08-11-2021 17:35,Kanpur,577,FRAUD,63,F,Knife,Other Crime,17,Yes,2021-11-17,2021,9.0
16246,2021-09-11,2021-07-11,07-11-2021 23:36,Bhopal,349,SHOPLIFTING,65,M,Explosives,Other Crime,19,Yes,2021-12-13,2021,34.0
16247,2021-10-11,2021-07-11,08-11-2021 04:52,Kolkata,548,SHOPLIFTING,75,F,Firearm,Other Crime,15,Yes,2022-02-03,2021,85.0
16248,2021-10-11,2021-07-11,08-11-2021 06:07,Chennai,123,VANDALISM,49,F,Knife,Other Crime,13,No,,2021,
16249,2021-10-11,2021-08-11,08-11-2021 00:13,Ghaziabad,555,ARSON,75,F,Knife,Fire Accident,14,No,,2021,
16250,2021-08-11,2021-08-11,08-11-2021 06:36,Pune,327,VEHICLE - STOLEN,75,M,Other,Violent Crime,10,No,,2021,
16251,2021-09-11,2021-08-11,08-11-2021 23:19,Kolkata,416,CYBERCRIME,49,F,Poison,Other Crime,13,No,,2021,
16252,2021-09-11,2021-08-11,08-11-2021 03:11,Nagpur,190,ASSAULT,58,M,,Violent Crime,2,Yes,2022-02-06,2021,89.0
16253,2021-10-11,2021-08-11,08-11-2021 05:17,Rajkot,448,ROBBERY,68,F,Poison,Violent Crime,3,Yes,2022-01-13,2021,64.0
16254,2021-08-11,2021-08-11,09-11-2021 04:24,Kanpur,485,COUNTERFEITING,28,F,Explosives,Other Crime,17,Yes,2021-12-05,2021,27.0
16255,2021-10-11,2021-08-11,08-11-2021 13:42,Agra,576,COUNTERFEITING,28,F,Knife,Other Crime,19,No,,2021,
16256,2021-08-11,2021-08-11,09-11-2021 00:10,Delhi,553,FRAUD,56,F,Firearm,Other Crime,18,No,,2021,
16257,2021-08-11,2021-08-11,08-11-2021 09:54,Bangalore,318,DRUG OFFENSE,37,F,Blunt Object,Other Crime,13,No,,2021,
16258,2021-09-11,2021-08-11,09-11-2021 07:26,Mumbai,528,HOMICIDE,42,F,Explosives,Other Crime,8,Yes,2023-04-16,2021,523.0
16259,2021-10-11,2021-08-11,08-11-2021 12:58,Bangalore,219,ROBBERY,11,F,Explosives,Violent Crime,1,Yes,2022-03-31,2021,141.0
16260,2021-08-11,2021-08-11,09-11-2021 09:22,Delhi,511,DOMESTIC VIOLENCE,22,F,Blunt Object,Violent Crime,3,Yes,2022-01-29,2021,82.0
16261,2021-09-11,2021-08-11,08-11-2021 16:42,Ludhiana,378,BURGLARY,13,F,Firearm,Other Crime,18,No,,2021,
16262,2021-11-11,2021-08-11,09-11-2021 03:20,Mumbai,590,ASSAULT,72,M,Blunt Object,Violent Crime,18,No,,2021,
16263,2021-11-11,2021-08-11,09-11-2021 07:55,Visakhapatnam,180,IDENTITY THEFT,38,F,Other,Violent Crime,2,Yes,2022-01-24,2021,74.0
16264,2021-08-11,2021-08-11,09-11-2021 13:14,Meerut,567,HOMICIDE,20,M,Firearm,Other Crime,19,Yes,2022-08-29,2021,294.0
16265,2021-11-11,2021-08-11,08-11-2021 16:22,Kolkata,385,EXTORTION,45,M,Poison,Other Crime,2,Yes,2021-12-04,2021,23.0
16266,2021-08-11,2021-08-11,08-11-2021 18:09,Surat,305,COUNTERFEITING,16,F,Other,Other Crime,19,Yes,2022-01-16,2021,69.0
16267,2021-08-11,2021-08-11,09-11-2021 04:17,Jaipur,158,VANDALISM,61,F,Other,Other Crime,6,No,,2021,
16268,2021-11-11,2021-08-11,09-11-2021 09:01,Meerut,339,SHOPLIFTING,72,F,Explosives,Other Crime,1,No,,2021,
16269,2021-09-11,2021-08-11,09-11-2021 12:50,Delhi,585,FRAUD,16,M,Knife,Other Crime,14,No,,2021,
16270,2021-10-11,2021-08-11,08-11-2021 22:50,Mumbai,147,SHOPLIFTING,21,F,Explosives,Other Crime,15,No,,2021,
16271,2021-10-11,2021-08-11,09-11-2021 11:51,Chennai,231,ASSAULT,13,M,Blunt Object,Violent Crime,5,Yes,2022-02-01,2021,83.0
16272,2021-11-11,2021-08-11,09-11-2021 10:13,Pune,234,ARSON,33,F,Firearm,Fire Accident,5,No,,2021,
16273,2021-10-11,2021-09-11,09-11-2021 21:41,Delhi,401,ROBBERY,48,M,Other,Violent Crime,13,Yes,2022-03-18,2021,128.0
16274,2021-10-11,2021-09-11,09-11-2021 06:07,Kalyan,405,ILLEGAL POSSESSION,62,F,Explosives,Other Crime,7,No,,2021,
16275,2021-12-11,2021-09-11,09-11-2021 07:12,Jaipur,218,HOMICIDE,73,M,Firearm,Other Crime,9,Yes,2023-07-05,2021,600.0
16276,2021-11-11,2021-09-11,09-11-2021 17:47,Ghaziabad,410,DRUG OFFENSE,25,F,,Other Crime,16,Yes,2022-02-03,2021,84.0
16277,2021-09-11,2021-09-11,09-11-2021 12:00,Delhi,125,KIDNAPPING,16,M,,Other Crime,2,Yes,2022-01-02,2021,54.0
16278,2021-11-11,2021-09-11,10-11-2021 01:31,Thane,180,SHOPLIFTING,41,M,Blunt Object,Other Crime,3,No,,2021,
16279,2021-10-11,2021-09-11,09-11-2021 19:44,Visakhapatnam,381,ROBBERY,35,F,Other,Violent Crime,11,Yes,2021-12-31,2021,51.0
16280,2021-11-11,2021-09-11,09-11-2021 12:00,Delhi,383,DOMESTIC VIOLENCE,39,M,Other,Violent Crime,9,No,,2021,
16281,2021-10-11,2021-09-11,09-11-2021 22:16,Pune,497,SEXUAL ASSAULT,52,F,Other,Violent Crime,2,No,,2021,
16282,2021-10-11,2021-09-11,09-11-2021 14:41,Patna,279,EXTORTION,72,F,Blunt Object,Other Crime,13,No,,2021,
16283,2021-10-11,2021-09-11,10-11-2021 07:42,Ludhiana,466,EXTORTION,49,M,Firearm,Other Crime,14,No,,2021,
16284,2021-11-11,2021-09-11,10-11-2021 07:05,Agra,111,DRUG OFFENSE,54,M,Blunt Object,Other Crime,2,Yes,2021-12-22,2021,41.0
16285,2021-11-11,2021-09-11,10-11-2021 01:35,Ahmedabad,373,SEXUAL ASSAULT,37,F,Explosives,Violent Crime,18,No,,2021,
16286,2021-10-11,2021-09-11,10-11-2021 02:53,Kanpur,128,VANDALISM,50,M,Firearm,Other Crime,10,Yes,2021-12-30,2021,50.0
